2026-06-16 09:31:58 | INFO    | [系統啟動] 工作管理系統後端啟動 host=127.0.0.1 port=5000
2026-06-16 09:54:57 | INFO    | [更新任務] 帳號=K18251 id=a4f150e5-570d-487a-82c8-e444a885815a 變更欄位=['管理OWNER', '項目Due Date', '項目OWNER', '單項目Due Date', '項目描述', '案件分類', '組織類別', '棟別', '樓層', '站點', '狀態'] 內容={'管理OWNER': '蔡宗佑', '項目Due Date': '2026-07-10', '項目OWNER': '蔡宗佑', '單項目Due Date': '2026-07-10', '項目描述': 'K25_8F 水珠SPEC', '案件分類': '專案(PA)', '組織類別': 'FT01營運(資)', '棟別': 'K25', '樓層': '8F', '站點': '', '狀態': 'Done'}
2026-06-16 09:54:58 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:55:03 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:55:03 | INFO    | [管理員清單] 帳號=K18251 管轄=['FT01營運(資)'] 回傳 3 筆
2026-06-16 09:55:09 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:55:13 | INFO    | [更新任務] 帳號=K18251 id=8dfbebf4-16c6-4212-acf5-c8cf40b305dc 變更欄位=['管理OWNER', '項目Due Date', '項目OWNER', '單項目Due Date', '項目描述', '案件分類', '組織類別', '棟別', '樓層', '站點', '狀態'] 內容={'管理OWNER': '', '項目Due Date': '2026-06-18', '項目OWNER': '', '單項目Due Date': '2026-06-16', '項目描述': 'K61_2F 圖面彙整 SR單開立', '案件分類': '專案(年)', '組織類別': 'FT01營運(資)', '棟別': 'K61', '樓層': '2F', '站點': '', '狀態': 'Pending'}
2026-06-16 09:55:15 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:55:15 | INFO    | [管理員清單] 帳號=K18251 管轄=['FT01營運(資)'] 回傳 3 筆
2026-06-16 09:55:18 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:55:22 | INFO    | [更新任務] 帳號=K18251 id=8dfbebf4-16c6-4212-acf5-c8cf40b305dc 變更欄位=['管理OWNER', '項目Due Date', '項目OWNER', '單項目Due Date', '項目描述', '案件分類', '組織類別', '棟別', '樓層', '站點', '狀態'] 內容={'管理OWNER': '', '項目Due Date': '2026-06-16', '項目OWNER': '', '單項目Due Date': '2026-06-16', '項目描述': 'K61_2F 圖面彙整 SR單開立', '案件分類': '專案(年)', '組織類別': 'FT01營運(資)', '棟別': 'K61', '樓層': '2F', '站點': '', '狀態': 'Pending'}
2026-06-16 09:55:23 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:55:23 | INFO    | [管理員清單] 帳號=K18251 管轄=['FT01營運(資)'] 回傳 3 筆
2026-06-16 09:56:40 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:56:40 | INFO    | [管理員清單] 帳號=K18251 管轄=['FT01營運(資)'] 回傳 3 筆
2026-06-16 09:56:45 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:56:47 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:56:59 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:57:32 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:57:35 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:57:36 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:57:37 | INFO    | [管理員清單] 帳號=K18251 管轄=['FT01營運(資)'] 回傳 3 筆
2026-06-16 09:57:38 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:57:42 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 09:57:45 | INFO    | [更新任務] 帳號=K18251 id=8dfbebf4-16c6-4212-acf5-c8cf40b305dc 變更欄位=['管理OWNER', '項目Due Date', '項目OWNER', '單項目Due Date', '項目描述', '案件分類', '組織類別', '棟別', '樓層', '站點', '狀態'] 內容={'管理OWNER': '', '項目Due Date': '2026-06-16', '項目OWNER': '', '單項目Due Date': '2026-06-16', '項目描述': 'K61_2F 圖面彙整 SR單開立', '案件分類': '專案(年)', '組織類別': 'FT01營運(資)', '棟別': 'K61', '樓層': '2F', '站點': '', '狀態': 'Done'}
2026-06-16 09:57:46 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 18:44:36 | INFO    | [系統啟動] 工作管理系統後端啟動 host=127.0.0.1 port=5000
2026-06-16 18:44:51 | INFO    | [登入] 帳號=K18251 密碼=11
2026-06-16 18:44:51 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 18:44:54 | INFO    | [權限查詢] 帳號=K18251 is_admin=True 管轄=['FT01營運(資)']
2026-06-16 18:46:24 | INFO    | [登入] 帳號=K03987 密碼=K03987
2026-06-16 18:46:25 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 18:46:26 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 18:46:35 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 18:46:40 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 18:46:48 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 18:46:58 | INFO    | [新增進度] 任務id=a4f150e5-570d-487a-82c8-e444a885815a 父節點=頂層 內容=25635643
2026-06-16 18:47:04 | INFO    | [新增進度] 任務id=a4f150e5-570d-487a-82c8-e444a885815a 父節點=頂層 內容=45545454
2026-06-16 18:47:10 | INFO    | [新增進度] 任務id=a4f150e5-570d-487a-82c8-e444a885815a 父節點=c0053509-7e9f-42b8-83bc-c58c56f70a3a 內容=45645645
2026-06-16 18:47:14 | INFO    | [新增進度] 任務id=a4f150e5-570d-487a-82c8-e444a885815a 父節點=c0053509-7e9f-42b8-83bc-c58c56f70a3a 內容=7777
2026-06-16 18:47:30 | INFO    | [新增進度] 任務id=a4f150e5-570d-487a-82c8-e444a885815a 父節點=c0053509-7e9f-42b8-83bc-c58c56f70a3a 內容=4544545
2026-06-16 18:48:24 | INFO    | [新增進度] 任務id=a4f150e5-570d-487a-82c8-e444a885815a 父節點=頂層 內容=777
2026-06-16 18:48:30 | INFO    | [新增進度] 任務id=a4f150e5-570d-487a-82c8-e444a885815a 父節點=8174caaa-ca52-4ad2-abb0-fbf000956039 內容=88888
2026-06-16 18:53:23 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 18:53:29 | INFO    | [新增進度] 任務id=a4f150e5-570d-487a-82c8-e444a885815a 父節點=頂層 內容=456456456
2026-06-16 18:53:37 | INFO    | [新增進度] 任務id=a4f150e5-570d-487a-82c8-e444a885815a 父節點=88fdc8a6-294f-4d01-9e3a-f302ae4726da 內容=78788787
2026-06-16 18:53:43 | INFO    | [系統啟動] 工作管理系統後端啟動 host=127.0.0.1 port=5000
2026-06-16 18:53:45 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 18:53:51 | INFO    | [新增進度] 任務id=a4f150e5-570d-487a-82c8-e444a885815a 父節點=c0053509-7e9f-42b8-83bc-c58c56f70a3a 內容=77
2026-06-16 18:53:55 | INFO    | [新增進度] 任務id=a4f150e5-570d-487a-82c8-e444a885815a 父節點=75aefcb1-4a86-4464-a895-34bf4970b2f8 內容=979797
2026-06-16 18:53:57 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 18:54:00 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 18:54:03 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 18:57:53 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 18:57:59 | INFO    | [新增進度] 任務id=25991d79-c561-422f-94dd-d86da77b1724 父節點=頂層 內容=1. 555
2. 66
4.6666
2026-06-16 18:58:02 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 19:10:33 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 19:10:36 | INFO    | [系統啟動] 工作管理系統後端啟動 host=127.0.0.1 port=5000
2026-06-16 19:10:50 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 19:10:53 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 19:11:04 | INFO    | [編輯節點] 任務id=a4f150e5-570d-487a-82c8-e444a885815a 節點id=88fdc8a6-294f-4d01-9e3a-f302ae4726da 新內容=4564564564444444
2026-06-16 19:11:08 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 19:11:10 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 19:20:53 | INFO    | [系統啟動] 工作管理系統後端啟動 host=127.0.0.1 port=5000
2026-06-16 19:20:55 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 19:20:59 | INFO    | [刪除節點] 任務id=a4f150e5-570d-487a-82c8-e444a885815a 節點id=88fdc8a6-294f-4d01-9e3a-f302ae4726da
2026-06-16 19:21:07 | INFO    | [編輯節點] 任務id=a4f150e5-570d-487a-82c8-e444a885815a 節點id=c0053509-7e9f-42b8-83bc-c58c56f70a3a 新內容=45545454112
2026-06-16 19:21:16 | INFO    | [編輯節點] 任務id=a4f150e5-570d-487a-82c8-e444a885815a 節點id=8174caaa-ca52-4ad2-abb0-fbf000956039 新內容=7774444
2026-06-16 19:25:26 | INFO    | [系統啟動] 工作管理系統後端啟動 host=127.0.0.1 port=5000
2026-06-16 19:25:39 | INFO    | [編輯節點] 任務id=a4f150e5-570d-487a-82c8-e444a885815a 節點id=8174caaa-ca52-4ad2-abb0-fbf000956039 新內容=777444444563
546452
2026-06-16 19:25:42 | INFO    | [刪除節點] 任務id=a4f150e5-570d-487a-82c8-e444a885815a 節點id=8174caaa-ca52-4ad2-abb0-fbf000956039
2026-06-16 19:25:45 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 19:28:24 | INFO    | [系統啟動] 工作管理系統後端啟動 host=127.0.0.1 port=5000
2026-06-16 19:28:29 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 19:28:29 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 19:28:32 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
2026-06-16 19:28:49 | INFO    | [新增進度] 任務id=25991d79-c561-422f-94dd-d86da77b1724 父節點=頂層 內容=5555
2026-06-16 19:28:51 | INFO    | [權限查詢] 帳號=K03987 is_admin=False 管轄=[]
